customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4944-1AB16D,Female,0,No,No,12,No,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),54.91,660.38,Yes
4945-4B6AD8,Male,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.72,1057.2,No
4946-51473C,Male,0,No,No,61,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),25.65,1595.01,No
4947-151878,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,57.72,1003.78,Yes
4948-635CA5,Male,0,Yes,No,6,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,22.75,154.55,No
4949-51A4F5,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),60.93,103.55,No
4950-08BD22,Female,1,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),63.28,2512.67,No
4951-646D10,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),66.62,838.4,No
4952-0CCC33,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),81.42,5858.09,No
4953-2DCC3B,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.79,3335.86,No
4954-2DA833,Male,1,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),79.63,1518.82,No
4955-F64930,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.51,134.95,Yes
4956-CA2E0E,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,81.1,1452.6,No
4957-620DB4,Male,0,No,No,1,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),63.69,69.51,No
4958-27B71B,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.75,624.9,Yes
4959-540C89,Female,1,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.03,841.15,Yes
4960-5E8D44,Male,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.77,844.29,Yes
4961-1F2AFA,Female,0,No,Yes,4,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,54.78,218.13,No
4962-FC5DB0,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),53.13,582.44,Yes
4963-6C5F30,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),43.15,123.13,No
4964-DABEBE,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,100.08,1985.33,No
4965-7F8092,Female,0,No,Yes,40,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),43.92,1739.47,Yes
4966-57F347,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.92,1717.1,No
4967-9F23CD,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,75.86,4858.38,Yes
4968-19B492,Male,0,No,Yes,40,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,46.47,1864.72,No
4969-B9A5B9,Male,1,No,No,33,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),65.84,2172.33,No
4970-BB3BE0,Female,1,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,78.66,4696.02,Yes
4971-B0669C,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),104.12,1029.1,No
4972-CDF5FD,Male,0,No,Yes,36,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.43,1495.75,No
4973-3F4A06,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),40.66,125.83,Yes
4974-825B60,Female,0,No,Yes,16,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.18,1143.05,Yes
4975-C53E23,Female,0,No,No,72,No,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,26.3,1887.88,No
4976-9C0BE8,Male,0,No,No,43,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),54.24,2328.97,Yes
4977-E90150,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.15,1582.15,Yes
4978-3C0CE8,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),88.08,1245.55,No
4979-E6DFD0,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,86.72,4337.87,No
4980-F762B2,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),56.37,1966.95,No
4981-8075CD,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,59.97,1908.18,Yes
4982-6AF75F,Male,1,Yes,No,4,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.6,209.02,Yes
4983-DDE3BE,Female,0,Yes,No,8,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),38.16,290.06,No
4984-6107DA,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,76.36,5487.19,Yes
4985-0F735F,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),64.99,2588.04,Yes
4986-176A1C,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.47,3421.16,No
4987-F52D32,Male,0,No,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),55.74,474.36,Yes
4988-8E946C,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,81.98,3929.42,No
4989-D4CB03,Female,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,695.2,Yes
4990-F485DF,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,52.54,373.45,Yes
4991-9D0C0C,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.98,49.92,No
4992-058572,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.88,502.69,No
4993-BA540C,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.35,2513.49,No
4994-FC65FA,Male,0,Yes,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,466.36,No
4995-4164D6,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.22,1069.01,Yes
4996-AC5CED,Male,0,Yes,Yes,23,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),28.88,630.03,No
4997-3E7F06,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),63.38,887.57,No
4998-83F9F0,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,0.0,Yes
4999-217F9E,Male,0,Yes,No,5,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,61.43,284.86,No
5000-4D58E2,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.59,1447.03,No
5001-24F50A,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,53.79,247.57,Yes
5002-45178C,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.25,75.06,Yes
5003-9104CE,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,51.63,0.0,No
5004-556128,Male,0,No,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.81,0.0,No
5005-7504FF,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),44.8,322.01,No
5006-4B8E30,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),78.46,807.51,Yes
5007-92361F,Female,0,No,Yes,6,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.2,357.38,Yes
5008-AED126,Female,0,Yes,No,26,No,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71.36,1850.97,No
5009-B89015,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),46.6,436.09,No
5010-66753A,Female,0,Yes,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.28,442.21,No
5011-FF5868,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.34,150.8,No
5012-2D601F,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.31,0.0,Yes
5013-2552F1,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),79.02,4913.57,No
5014-EA2CCE,Male,1,Yes,No,24,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,40.21,979.3,Yes
5015-1BBF21,Female,0,Yes,Yes,18,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),23.19,431.98,No
5016-912EA9,Male,0,No,No,37,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,38.73,1408.73,No
5017-968808,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,1685.9,Yes
5018-5BC948,Male,0,No,Yes,23,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.48,805.49,Yes
5019-2B7637,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.27,856.59,No
5020-A3C73B,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.57,2632.51,No
5021-5E6FC6,Male,0,Yes,Yes,17,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),34.71,601.0,No
5022-573A94,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.34,2354.27,No
5023-5A24F4,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),56.22,355.76,No
5024-2EC571,Female,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.03,870.68,Yes
5025-70395E,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),53.46,238.44,Yes
5026-86EC28,Male,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),67.18,942.69,No
5027-950708,Female,1,No,No,11,Yes,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),43.54,482.62,Yes
5028-FE9CA3,Male,0,No,No,26,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),21.98,554.85,No
5029-7F0F07,Female,0,No,No,23,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,70.85,1656.3,No
5030-E1E146,Male,0,No,No,5,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.13,189.01,Yes
5031-DCF4C0,Male,0,No,No,23,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),23.03,532.41,Yes
5032-6AE9B0,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.18,721.23,Yes
5033-DD6B50,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.99,2444.39,No
5034-8DE304,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,67.96,332.65,No
5035-FF46F2,Female,0,No,No,62,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,50.65,3158.71,No
5036-4C0F3B,Male,0,Yes,No,17,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,29.08,519.58,Yes
5037-3A83DE,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.24,786.04,Yes
5038-D0AC2F,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.11,2444.85,No
5039-7FD570,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,500.32,Yes
5040-8617C2,Female,0,Yes,No,36,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.43,2313.71,No
5041-845537,Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,57.71,56.5,No
5042-5D812F,Female,0,Yes,No,12,No,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),42.48,491.24,Yes
5043-0E890A,Male,0,No,Yes,13,No,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,43.97,578.49,No
5044-EB25E2,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.15,2870.93,No
5045-7FAEE3,Female,0,Yes,No,1,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,30.7,35.66,No
5046-3BB8E4,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.81,701.09,Yes
5047-02BCBD,Female,0,Yes,Yes,5,No,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),39.68,208.54,No
5048-C84F35,Female,0,Yes,Yes,51,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.47,3826.19,Yes
5049-DE8B1B,Male,1,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.82,226.09,No
5050-C5EFA5,Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.02,2223.57,No
5051-44B1B3,Male,0,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,41.6,488.55,No
5052-D5B00C,Male,0,No,No,17,No,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),59.01,995.66,No
5053-285A22,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,39.11,236.91,No
5054-D18741,Female,1,Yes,Yes,38,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.41,1528.09,Yes
5055-7207FE,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),90.41,100.39,Yes
5056-19F490,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),76.99,139.86,Yes
5057-4310F7,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.98,125.55,No
5058-3D4101,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.41,4510.25,Yes
5059-8BC6D7,Female,0,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.85,927.78,No
5060-F73697,Male,0,No,No,42,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,63.37,2657.3,Yes
5061-4A660B,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),49.23,501.72,Yes
5062-E47E28,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.36,1281.13,No
5063-9BB411,Female,0,No,No,50,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,32.67,1640.19,No
5064-1A48F0,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.06,737.98,No
5065-7AD973,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.4,132.8,Yes
5066-4B2493,Male,1,No,No,52,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.99,2353.0,No
5067-FC9939,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,26.62,304.84,Yes
5068-9C3708,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),48.38,2265.22,Yes
5069-42927D,Male,0,No,Yes,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.57,93.15,No
5070-D223C4,Female,0,No,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,58.44,241.04,Yes
5071-13C72F,Female,0,No,Yes,1,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),50.04,77.78,Yes
5072-5F7C04,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.41,2088.35,No
5073-4D2B17,Female,0,Yes,No,37,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.77,2793.88,No
5074-ADDF65,Male,0,No,Yes,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,47.81,167.49,Yes
5075-75C046,Male,0,No,No,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,63.99,245.36,No
5076-149C6E,Female,0,No,No,16,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.84,774.89,Yes
5077-05883D,Female,0,Yes,Yes,64,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,25.76,1623.52,No
5078-74DCDE,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.47,860.22,No
5079-E13A9C,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.8,407.87,No
5080-164320,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.33,464.02,Yes
5081-FE2BCB,Female,0,No,No,13,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.03,566.46,Yes
5082-0948DD,Male,0,Yes,No,16,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),25.27,408.99,No
5083-8D715B,Female,1,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.14,1000.77,No
5084-F9CC13,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,75.52,917.05,No
5085-8CD079,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.69,1334.73,No
5086-A98FCC,Male,0,No,Yes,14,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),36.14,520.17,No
5087-BEC774,Female,0,No,No,72,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.4,5001.3,No
5088-E5AE9C,Male,1,No,Yes,3,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.26,219.32,Yes
5089-657747,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),45.06,143.08,No
5090-EEB9C0,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,85.98,2763.28,No
5091-F256FF,Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,83.21,2394.18,No
5092-0D7A92,Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),58.11,1791.24,No
5093-434620,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,56.09,241.85,No
5094-EA6ADA,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.47,2561.57,No
5095-AC0FEA,Male,0,No,No,11,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,37.67,412.95,No
5096-A077CC,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),59.11,958.35,No
5097-88EA07,Female,0,No,No,1,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,76.9,31.92,No
5098-8A5B2A,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,71.58,208.22,Yes
5099-2DD71F,Female,0,No,Yes,72,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),53.06,3843.21,Yes
5100-8FFD5B,Male,1,No,No,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.11,1089.76,Yes
5101-58136B,Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,48.12,765.44,No
5102-8BC79D,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.34,2543.27,No
5103-4C59C5,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.66,6439.09,Yes
5104-17E355,Female,1,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.03,957.94,No
5105-C09A1A,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,73.31,1520.35,No
5106-148BD2,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),54.61,210.95,No
5107-702A6C,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.06,5047.65,Yes
5108-B13B5A,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,82.79,1071.51,No
5109-748542,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,78.25,616.24,No
5110-60025C,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,76.2,527.52,No
5111-2169D6,Female,0,Yes,No,9,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,23.4,219.04,No
5112-0F4802,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.07,3122.15,Yes
5113-801935,Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.46,140.61,Yes
5114-170513,Male,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.99,801.2,No
5115-516132,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),54.08,373.44,No
5116-C2D92D,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,75.97,1340.96,No
5117-3CBB0F,Male,0,Yes,No,21,No,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),62.64,1316.87,No
5118-7173B0,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,52.62,381.8,No
5119-4BF5C3,Female,0,No,Yes,2,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.5,48.48,No
5120-80173C,Female,0,No,No,56,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.24,1498.75,No
5121-3F6346,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,72.2,521.67,No
5122-3F032B,Male,0,No,No,40,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,28.74,1158.61,No
5123-323ECB,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.22,0.0,Yes
5124-2CA2AF,Male,0,No,No,1,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.02,107.26,No
5125-164785,Female,0,Yes,No,19,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,313.15,Yes
5126-5C1A08,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,71.19,700.08,Yes
5127-2264E0,Male,0,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,38.94,307.19,Yes
5128-B5EDEE,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.34,202.4,No
5129-CA2395,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.11,945.06,No
